,300,350,400,lamda,r
1,0.6274625508536774,0.810456176958716,0.7454272542141871,-1.5435085690679484,0.3638118762183121
2,0.6072996149652765,0.8284521603043413,0.7281796076188984,-1.5333615435096242,0.24042226723244475
3,0.6678527659679605,0.863783171239657,0.7295753840744567,-0.9222285538717376,0.07135743464820732
4,0.6912077612900966,0.8063999998871032,0.6746627418132118,0.11201997496560522,0.0027384090973363584
5,0.7246309613376498,0.838714486486716,0.8383675064800593,-2.014822844919684,0.7820982655845792
6,0.726605209566516,0.8072656516743262,0.794916160951748,-1.106734019916966,0.6361099032905742
7,0.7191721020833581,0.779016213831025,0.7692535792956106,-0.7609321684265589,0.6330325566026362
8,0.6408514794453573,0.8405402299613711,0.6334641508909719,-0.0673248079046624,0.00035884187023871306
9,0.6450475125754984,0.7844213746992033,0.755798727040945,-1.4790521941111374,0.5653005940507874
10,0.7156524274645412,0.9,0.6342803136733643,0.7623569942820705,0.0226916432077916
11,0.7435458344231144,0.8594257652066086,0.6838738411390719,0.6680861168640287,0.04617958044188364
12,0.7106946199183135,0.9,0.7875592164876482,-1.3120895151457548,0.10825584543529898
13,0.7227700178501623,0.734035354648604,0.6983302600813031,0.30534670171122025,0.3938859116673652
14,0.6699269710385439,0.70604624914662,0.767547672746959,-1.314481385849658,0.948044597760936
15,0.8257666655128453,0.8773855347758011,0.7656474522809964,1.003751051556692,0.1802115691388776
16,0.6229832527880523,0.8227879605155213,0.8488946051251915,-3.4739205008350793,0.8989874220980619
17,0.6958893206263549,0.8304504481348475,0.7123448137433603,-0.31018843845935207,0.016770018296278222
18,0.7302660171655115,0.7171421582181192,0.6597954218575602,0.8728889675720634,0.8677235486175641
19,0.669547797234497,0.7938604345148825,0.7919823782086481,-1.7834431248735756,0.7712384955933593
20,0.6647951731078413,0.7693912105459435,0.7952616323571031,-1.8771714806527382,0.9372423336619232
21,0.6951577596661418,0.7448204335885555,0.7135213336954762,-0.2627088296189944,0.1482006966629137
22,0.735222727118535,0.8516465747754709,0.7076312246562755,0.26372448376139523,0.009509408474829506
23,0.6,0.8162704046162536,0.7803012402338583,-2.3717292200682234,0.5882956920131044
24,0.6451928415994913,0.815148867069839,0.8114015757307539,-2.4360269163794546,0.7628780335622604
25,0.6293637424685783,0.8876952161315985,0.7037830676925132,-1.0554129997089496,0.05066195692601794
26,0.7729972900358444,0.8013264702679401,0.689800272682078,1.1230313590295529,0.4293208850230966
27,0.7125733425326006,0.7961515373962419,0.7602776779671914,-0.7266540560957906,0.32043896490866774
28,0.6735400518083101,0.8086395834962838,0.7281515359781385,-0.7757971723520958,0.14572429161243283
29,0.6401753285638112,0.7505840657174214,0.6850585142745358,-0.5695303350968075,0.16214117938775152
30,0.6745512786768979,0.7393995173539893,0.8188127098601554,-2.1760855911942403,0.9704952939368588
31,0.6815249289207901,0.9,0.7744427018294286,-1.4709853620051283,0.11407659521305924
32,0.6491821547541237,0.7526980102749474,0.8137132169557468,-2.383663917187067,0.9992482743515063
33,0.662850441804173,0.7543768953706071,0.7520382764492133,-1.1957640283773636,0.7632824517080509
34,0.7042038025410824,0.8420157235386989,0.7049250884024042,-0.11997913046171023,0.002008148333733195
35,0.6550433308538975,0.7998213681957855,0.7600010374116157,-1.4415801917627347,0.4759192961462504
36,0.6216077988380512,0.8683669427381044,0.8161439848982819,-2.8437553309176833,0.497741362483208
37,0.7284196340449326,0.7770169733019457,0.819830474866697,-1.5188220699486092,0.9964758474351993
38,0.7304563690351829,0.6668193481117188,0.7743561655787086,-0.6094763246213375,0.17073578789038857
39,0.7341926225665034,0.8803240886929735,0.7524402323283814,-0.3995770883649517,0.015310122178746055
40,0.7249005962828625,0.8023181075957806,0.7142292618590176,0.0817179775314268,0.0029279989470213375
41,0.6733844850123831,0.7585453121459624,0.6796869142728751,-0.12773424163597477,0.009960898430031229
42,0.6545291001129773,0.7103635494248159,0.8044656049675517,-2.1208979298414765,0.9384029147108061
43,0.6720637790399844,0.7997907721034205,0.7526084742842876,-1.1308547503158761,0.36946647421830703
44,0.6870557828049433,0.7560122159943194,0.7220730715504533,-0.4852779077220682,0.26595922705370545
45,0.6885772669472787,0.7426104259810862,0.7327133828306645,-0.600254675168119,0.615654739269202
46,0.6920303152597866,0.8580949940598042,0.6941881610800436,-0.16302576608230185,0.0024499911445362565
47,0.7441391556265597,0.8027714125900822,0.7864259651544345,-0.7016712357168664,0.5023186446155223
48,0.7400903803080112,0.811650811643022,0.8000242675338798,-1.006523250422788,0.6277596955635039
49,0.7808318891018232,0.7870550583649751,0.7654056702431264,0.24111972912591537,0.4276353230939831
50,0.7036549636690281,0.9,0.7923215381464385,-1.4871885413535784,0.13509152523654255
